genres,game_title,url,release_date,price,id,developer
['Strategy'],Legions of Tyrandel,http://store.steampowered.com/app/537020/Legions_of_Tyrandel/,2016-12-16,14.99,537020,Sleepy Spider Studios
"['Action', 'Adventure', 'Indie']",Figment,http://store.steampowered.com/app/493540/Figment/,2017-09-22,19.99,493540,Bedtime Digital Games
"['Action', 'Adventure', 'Casual', 'Indie']",Caveman Warriors,http://store.steampowered.com/app/603420/Caveman_Warriors/,2017-09-22,14.99,603420,JanduSoft S.L.
"['Action', 'Adventure', 'Casual', 'Indie']",Caveman Warriors - Soundtrack,http://store.steampowered.com/app/634040/Caveman_Warriors__Soundtrack/,2017-09-22,4.99,634040,JanduSoft S.L.
['Action'],The LEGO® NINJAGO® Movie Video Game,http://store.steampowered.com/app/640590/The_LEGO_NINJAGO_Movie_Video_Game/,2017-09-22,39.99,640590,"Traveller's Tales,TT Games"
"['Adventure', 'Indie', 'Strategy']",Trinity Dungeon,http://store.steampowered.com/app/689460/Trinity_Dungeon/,2017-09-22,7.99,689460,Jonathan Grey
"['Action', 'Indie', 'Simulation']",AddForce,http://store.steampowered.com/app/681950/AddForce/,2017-09-22,0.99,681950,Attila Vitez
"['Adventure', 'Indie', 'Simulation', 'Strategy']",Destination Ares,http://store.steampowered.com/app/553470/Destination_Ares/,2017-09-22,19.99,553470,Patrick Scott
"['Action', 'Indie', 'Early Access']",Enlysia,http://store.steampowered.com/app/665670/Enlysia/,2017-09-20,4.99,665670,Teveru
"['Action', 'Casual', 'Indie', 'Strategy']",Iggy's Zombie A-Pug-Alypse,http://store.steampowered.com/app/671560/Iggys_Zombie_APugAlypse/,2017-09-22,3.99,671560,16 Swans
"['Casual', 'Indie', 'Simulation', 'Strategy']",Wildilfe Park 3 - Alaska,http://store.steampowered.com/app/602460/Wildilfe_Park_3__Alaska/,2017-09-22,8.99,602460,b-alive gmbh
"['Casual', 'Indie', 'Simulation']",Business-hooiznes - Wallpapers,http://store.steampowered.com/app/720340/Businesshooiznes__Wallpapers/,2017-09-22,0.99,720340,"Nikita ""Ghost_RUS"",Underanger TheGachiWarrior"
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",The King's Heroes,http://store.steampowered.com/app/461350/The_Kings_Heroes/,2017-09-22,9.99,461350,Aldorlea Games
"['Casual', 'Early Access']",Marblesared,http://store.steampowered.com/app/697680/Marblesared/,2017-10-04,2.99,697680,PCAndVR
"['Indie', 'Simulation']",Waste Cleaner,http://store.steampowered.com/app/705260/Waste_Cleaner/,2017-09-22,5.99,705260,Logic Droid
['Indie'],Touch My Spinner,http://store.steampowered.com/app/702220/Touch_My_Spinner/,2017-09-22,0.99,702220,mibix
"['Action', 'Adventure', 'Casual', 'Indie']",Escape Fantasy,http://store.steampowered.com/app/697730/Escape_Fantasy/,2017-09-17,1.99,697730,Marcelo Villarreal
"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Racing', 'RPG', 'Simulation', 'Sports', 'Strategy']",Rebons,http://store.steampowered.com/app/708940/Rebons/,2017-09-22,3.99,708940,Star Legion
"['Casual', 'Indie', 'Simulation']",Trials of The Illuminati: Animated Christmas Time Jigsaws,http://store.steampowered.com/app/709770/Trials_of_The_Illuminati_Animated_Christmas_Time_Jigsaws/,2017-09-23,3.99,709770,G. Malta
"['Action', 'Casual', 'Indie']",Sky Jump,http://store.steampowered.com/app/710780/Sky_Jump/,2017-09-23,0.99,710780,Easy game
"['Adventure', 'Casual']",Spirits of Mystery: The Dark Minotaur Collector's Edition,http://store.steampowered.com/app/709340/Spirits_of_Mystery_The_Dark_Minotaur_Collectors_Edition/,2017-09-25,12.99,709340,ERS G Studios
"['Casual', 'Indie', 'Simulation', 'Strategy']",Bronze Age - HD Edition,http://store.steampowered.com/app/686900/Bronze_Age__HD_Edition/,2013-09-10,2.99,686900,Clarus Victoria
"['Action', 'Adventure', 'Casual', 'Indie']",Beetlejuice: Bad as Can,http://store.steampowered.com/app/692630/Beetlejuice_Bad_as_Can/,2017-09-25,9.99,692630,TAS Systems
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy', 'Early Access']",Box Maze 2 : Agent Cubert,http://store.steampowered.com/app/682630/Box_Maze_2__Agent_Cubert/,2017-09-25,0.99,682630,GamersHype Productions
"['Casual', 'Indie', 'Simulation']",Humanity Must Perish,http://store.steampowered.com/app/657050/Humanity_Must_Perish/,2017-09-25,0.0,657050,Zetsubou
"['Indie', 'Simulation', 'Strategy', 'Early Access']",DwarfCorp,http://store.steampowered.com/app/252390/DwarfCorp/,2017-09-25,19.99,252390,Completely Fair Games LLC
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Box Maze 2 - Family Skins Pack,http://store.steampowered.com/app/711580/Box_Maze_2__Family_Skins_Pack/,2017-09-25,0.99,711580,GamersHype Productions
"['Action', 'Indie', 'Early Access']",Tough Story: Big Hell,http://store.steampowered.com/app/685800/Tough_Story_Big_Hell/,2017-09-25,1.99,685800,Outlaw
"['RPG', 'Strategy']",Pathfinder Adventures: The Official Soundtrack,http://store.steampowered.com/app/707090/Pathfinder_Adventures_The_Official_Soundtrack/,2017-09-25,1.99,707090,Obsidian Entertainment
"['RPG', 'Strategy']",Pathfinder Adventures - A Fighter's Tale: Valeros,http://store.steampowered.com/app/707240/Pathfinder_Adventures__A_Fighters_Tale_Valeros/,2017-09-25,4.99,707240,Obsidian Entertainment
"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Early Access']",Blocksworld,http://store.steampowered.com/app/642390/Blocksworld/,2017-09-25,0.0,642390,"Linden Research, Inc."
"['Action', 'Casual', 'Indie']",TriElement,http://store.steampowered.com/app/708140/TriElement/,2017-09-26,2.99,708140,Infinity Arc Studios
['Indie'],Doodle Jamboree,http://store.steampowered.com/app/687360/Doodle_Jamboree/,2017-09-26,1.99,687360,Mike Laraman
"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Racing', 'RPG', 'Strategy', 'Early Access']",Road Dogs,http://store.steampowered.com/app/622470/Road_Dogs/,2017-09-25,0.0,622470,Teletower Studios
"['Adventure', 'Casual', 'Indie']",Hidden Object - Food,http://store.steampowered.com/app/713590/Hidden_Object__Food/,2017-09-25,1.99,713590,Boogygames Studios
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",Hardcore Survival,http://store.steampowered.com/app/709250/Hardcore_Survival/,2017-09-26,2.99,709250,Dexion Games
"['Casual', 'Indie', 'Simulation']",StepX,http://store.steampowered.com/app/711210/StepX/,2017-09-26,0.99,711210,LillyWelland inc.
['RPG'],BLUE REFLECTION / BLUE REFLECTION　幻に舞う少女の剣,http://store.steampowered.com/app/658260/BLUE_REFLECTION__BLUE_REFLECTION/,2017-09-26,59.99,658260,"KOEI TECMO GAMES CO., LTD."
"['Free to Play', 'RPG']",You Doesn't Exist,http://store.steampowered.com/app/688650/You_Doesnt_Exist/,2017-04-04,0.0,688650,Yo252yo
['Simulation'],Pinball FX3 - Portal ® Pinball,http://store.steampowered.com/app/657430/Pinball_FX3__Portal__Pinball/,2017-09-26,2.99,657430,Zen Studios
"['Action', 'Indie']",RUINER Official Soundtrack,http://store.steampowered.com/app/721620/RUINER_Official_Soundtrack/,2017-09-26,6.99,721620,Reikon Games
['Action'],Ninja Shodown,http://store.steampowered.com/app/598840/Ninja_Shodown/,2017-09-26,14.99,598840,Bitmap Bureau
"['Action', 'Indie']",RUINER,http://store.steampowered.com/app/464060/RUINER/,2017-09-26,19.99,464060,Reikon Games
"['Casual', 'Indie']",Color Sudoku,http://store.steampowered.com/app/711190/Color_Sudoku/,2006-11-03,4.99,711190,baKno Games
"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation']",About Elise,http://store.steampowered.com/app/448930/About_Elise/,2017-09-26,0.0,448930,Toni Domínguez
['Action'],EVE: Valkyrie – Warzone x24 Gold Capsule,http://store.steampowered.com/app/708523/EVE_Valkyrie__Warzone_x24_Gold_Capsule/,2017-09-26,19.99,708523,CCP
['Indie'],Flippt,http://store.steampowered.com/app/716370/Flippt/,2017-09-26,2.99,716370,"Luetso, LLC"
"['Indie', 'RPG', 'Strategy']",Age of Fear 3: The Elementalist Expansion,http://store.steampowered.com/app/688460/Age_of_Fear_3_The_Elementalist_Expansion/,2017-09-16,4.99,688460,Leslaw Sliwko
"['Action', 'Indie']",Wanderer of Teandria,http://store.steampowered.com/app/477910/Wanderer_of_Teandria/,2017-09-27,4.99,477910,Silentplaygames
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'Strategy']",Duel of Summoners: The Mabinogi Trading Card Game,http://store.steampowered.com/app/688430/Duel_of_Summoners_The_Mabinogi_Trading_Card_Game/,2017-09-26,0.0,688430,NEXON Korea Corp.
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'Strategy']",Duel of Summoners - Starter Pack,http://store.steampowered.com/app/688860/Duel_of_Summoners__Starter_Pack/,2017-09-26,9.99,688860,NEXON Korea Corp.
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'Strategy']",Duel of Summoners - Advanced Starter Pack,http://store.steampowered.com/app/688970/Duel_of_Summoners__Advanced_Starter_Pack/,2017-09-26,24.99,688970,NEXON Korea Corp.
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'Strategy']",Duel of Summoners - Collectors Pack,http://store.steampowered.com/app/688980/Duel_of_Summoners__Collectors_Pack/,2017-09-26,49.99,688980,NEXON Korea Corp.
"['Action', 'Casual', 'Indie', 'RPG', 'Strategy']",Emberdoom,http://store.steampowered.com/app/476670/Emberdoom/,2017-09-26,9.99,476670,"Loud King Studios, LLC"
"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy']",NAVYFIELD,http://store.steampowered.com/app/675560/NAVYFIELD/,2006-08-18,0.0,675560,SDEnterNET
"['Casual', 'Indie', 'Simulation']",MEMETYPER,http://store.steampowered.com/app/699940/MEMETYPER/,2017-09-27,0.99,699940,Yury Chadaev
"['Casual', 'Strategy']",Ticket to Ride: First Journey,http://store.steampowered.com/app/600430/Ticket_to_Ride_First_Journey/,2017-09-27,4.99,600430,Payoff Technologies
"['Adventure', 'Casual']",Rescue Team 4,http://store.steampowered.com/app/715090/Rescue_Team_4/,2014-10-28,3.99,715090,Rionix
"['Casual', 'Indie', 'Simulation', 'Strategy']",Mitosis,http://store.steampowered.com/app/574230/Mitosis/,2017-09-27,4.99,574230,5d Games GmbH
"['Adventure', 'Indie']",The Painscreek Killings,http://store.steampowered.com/app/624270/The_Painscreek_Killings/,2017-09-27,19.99,624270,EQ Studios
['Action'],Killer Instinct,http://store.steampowered.com/app/577940/Killer_Instinct/,2017-09-27,39.99,577940,Iron Galaxy
"['Action', 'Indie']",The Walking Vegetables,http://store.steampowered.com/app/704840/The_Walking_Vegetables/,2017-09-27,9.99,704840,Still Running
"['Adventure', 'Free to Play']",Over The Moonlight,http://store.steampowered.com/app/692270/Over_The_Moonlight/,2017-09-10,0.0,692270,IronEqual
"['Adventure', 'Casual']",Dark Realm: Princess of Ice Collector's Edition,http://store.steampowered.com/app/709350/Dark_Realm_Princess_of_Ice_Collectors_Edition/,2017-09-27,12.99,709350,Mad Head Games
['Simulation'],Stable Orbit,http://store.steampowered.com/app/481190/Stable_Orbit/,2017-09-27,14.99,481190,Codalyn
['Casual'],Eveslan,http://store.steampowered.com/app/711630/Eveslan/,2017-09-27,4.99,711630,Khan
"['Casual', 'Free to Play']",Idle Bouncer,http://store.steampowered.com/app/697610/Idle_Bouncer/,2017-09-27,0.0,697610,Upturn Games
"['Action', 'Indie']",Wishmere Original Soundtrack,http://store.steampowered.com/app/723040/Wishmere_Original_Soundtrack/,2017-09-26,5.99,723040,Crayder Studios
['Action'],Killer Instinct - The Complete Soundtrack,http://store.steampowered.com/app/720530/Killer_Instinct__The_Complete_Soundtrack/,2017-09-27,6.99,720530,Iron Galaxy
"['Simulation', 'Strategy']",RollerCoaster Tycoon® Classic,http://store.steampowered.com/app/683900/RollerCoaster_Tycoon_Classic/,2017-09-28,19.99,683900,Origin8 Technologies Ltd.
"['Indie', 'Racing', 'Simulation', 'Early Access']",Tracks - The Train Set Game,http://store.steampowered.com/app/657240/Tracks__The_Train_Set_Game/,2017-09-28,9.99,657240,Whoop Group
"['Adventure', 'Casual']",Eventide 3: Legacy of Legends,http://store.steampowered.com/app/677020/Eventide_3_Legacy_of_Legends/,2017-09-28,9.99,677020,The House of Fables
"['Adventure', 'Indie', 'RPG']","Highlands, Deep Waters",http://store.steampowered.com/app/721760/Highlands_Deep_Waters/,2017-09-28,4.99,721760,Hosted Games
"['Action', 'Adventure', 'Indie', 'RPG']",Vaporum,http://store.steampowered.com/app/629690/Vaporum/,2017-09-28,19.99,629690,"Fatbot Games, s. r. o."
"['Indie', 'Simulation', 'Strategy', 'Early Access']",Airport CEO,http://store.steampowered.com/app/673610/Airport_CEO/,2017-09-28,15.99,673610,Apoapsis Studios
"['Action', 'Casual', 'Indie']",Stick Fight: The Game,http://store.steampowered.com/app/674940/Stick_Fight_The_Game/,2017-09-28,4.99,674940,Landfall West
"['Adventure', 'Casual', 'Indie', 'Racing', 'Simulation', 'Early Access']",Space Wrangler,http://store.steampowered.com/app/697490/Space_Wrangler/,2017-09-29,5.99,697490,Bad Panda Games
"['Action', 'Indie', 'RPG', 'Strategy', 'Early Access']",The Cleansing - Versus,http://store.steampowered.com/app/625580/The_Cleansing__Versus/,2017-09-28,0.0,625580,Grindstone Interactive
"['Adventure', 'Casual', 'Indie']",Romance with Chocolate - Hidden Object in Paris,http://store.steampowered.com/app/688570/Romance_with_Chocolate__Hidden_Object_in_Paris/,2017-09-28,2.99,688570,Crisp App Studio
"['Adventure', 'Casual', 'Indie', 'Strategy']",Hidden Object - Tools,http://store.steampowered.com/app/714570/Hidden_Object__Tools/,2017-09-28,1.99,714570,Boogygames Studios
"['Action', 'Indie']",The Armament Project,http://store.steampowered.com/app/708830/The_Armament_Project/,2017-09-29,6.99,708830,DysTop
"['Adventure', 'Indie', 'RPG']",Choice of the Cat,http://store.steampowered.com/app/715440/Choice_of_the_Cat/,2017-09-28,9.99,715440,Choice of Games
"['Adventure', 'Indie', 'RPG']",The Last Monster Master,http://store.steampowered.com/app/722600/The_Last_Monster_Master/,2017-09-28,6.99,722600,Choice of Games
"['Action', 'RPG']",GOKEN,http://store.steampowered.com/app/671260/GOKEN/,2017-09-28,19.99,671260,GIANTY Inc.
"['Action', 'Indie', 'Early Access']",Cult: Fear Inside,http://store.steampowered.com/app/622610/Cult_Fear_Inside/,2017-09-28,1.99,622610,Sombrero Way Studio
"['Adventure', 'Indie']",President Evil,http://store.steampowered.com/app/713080/President_Evil/,2017-09-29,1.99,713080,Scrap Games
"['Action', 'Adventure', 'Casual', 'Indie']",Adventures of Heroes,http://store.steampowered.com/app/713520/Adventures_of_Heroes/,2017-09-29,2.99,713520,Sergej110
"['Action', 'Indie']",Astroe,http://store.steampowered.com/app/705800/Astroe/,2017-03-27,2.99,705800,Superstruct
"['Casual', 'Indie']",Carpe Diem: Reboot,http://store.steampowered.com/app/686760/Carpe_Diem_Reboot/,2017-09-29,4.99,686760,Eyzi
"['Casual', 'Indie', 'Simulation']",Trials of the Illuminati: Amazing Wildlife Jigsaws,http://store.steampowered.com/app/713780/Trials_of_the_Illuminati_Amazing_Wildlife_Jigsaws/,2017-09-30,1.99,713780,G. Malta
"['Adventure', 'Free to Play', 'Indie']",Symploké: La Leyenda de Gustavo Bueno (Capítulo 1),http://store.steampowered.com/app/678090/Symplok_La_Leyenda_de_Gustavo_Bueno_Captulo_1/,2017-08-07,0.0,678090,Videojuegos Fermín
"['Action', 'Casual', 'Indie']",Lost in the Forest,http://store.steampowered.com/app/715060/Lost_in_the_Forest/,2017-09-30,0.99,715060,Mihai Morosanu
"['Action', 'Indie', 'RPG']",Armored Kitten,http://store.steampowered.com/app/713530/Armored_Kitten/,2017-10-01,2.99,713530,Ducat
"['Action', 'Indie', 'Early Access']",ionAXXIA,http://store.steampowered.com/app/681900/ionAXXIA/,2017-10-01,4.99,681900,Software Geezers
"['Action', 'Adventure', 'Casual', 'Indie']",Bubble Rush,http://store.steampowered.com/app/717910/Bubble_Rush/,2017-09-30,7.99,717910,Bernard Bell
"['Action', 'Casual', 'Indie']",Asteroid Hunter,http://store.steampowered.com/app/685700/Asteroid_Hunter/,2017-10-01,1.99,685700,SmileBag Productions
"['Action', 'Indie']",Spartan,http://store.steampowered.com/app/685050/Spartan/,2017-10-03,10.99,685050,Sinister Cyclops Game Studio
"['Casual', 'Indie', 'Simulation', 'Early Access']",ProtoMasons,http://store.steampowered.com/app/346760/ProtoMasons/,2017-10-02,14.99,346760,ProtoMasons.com
"['Action', 'Adventure', 'Indie', 'RPG']",Secrets of Arcadia,http://store.steampowered.com/app/681190/Secrets_of_Arcadia/,2017-10-02,4.99,681190,Team OctoPoodle
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",No Heroes Here,http://store.steampowered.com/app/696140/No_Heroes_Here/,2017-10-03,14.99,696140,Mad Mimic
"['Action', 'Adventure', 'Indie', 'RPG']",The Mines of Morseph,http://store.steampowered.com/app/691850/The_Mines_of_Morseph/,2017-10-03,5.99,691850,Nuts and Volts Electronics
"['Casual', 'Strategy', 'Early Access']",Captivus,http://store.steampowered.com/app/686940/Captivus/,2017-10-03,0.0,686940,Christopher Howard
['Indie'],Grape Jelly,http://store.steampowered.com/app/716940/Grape_Jelly/,2017-10-03,0.99,716940,Primitive Studio
"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",EVE Online: 1 Month Omega Time,http://store.steampowered.com/app/695740/EVE_Online_1_Month_Omega_Time/,2017-10-03,14.99,695740,CCP
"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",EVE Online: 3 Months Omega Time,http://store.steampowered.com/app/695741/EVE_Online_3_Months_Omega_Time/,2017-10-03,38.85,695741,CCP
"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",EVE Online: 6 Months Omega Time,http://store.steampowered.com/app/695742/EVE_Online_6_Months_Omega_Time/,2017-10-03,71.7,695742,CCP
"['Action', 'Casual', 'Indie', 'Simulation']",Domino Dungeon,http://store.steampowered.com/app/718140/Domino_Dungeon/,2017-10-04,3.99,718140,Russpuppy
"['Casual', 'Indie', 'Simulation', 'Early Access']",Solar Lander,http://store.steampowered.com/app/724170/Solar_Lander/,2017-10-16,4.99,724170,TChapman500
"['Action', 'Indie', 'RPG', 'Early Access']",Huge Bang Bang,http://store.steampowered.com/app/619670/Huge_Bang_Bang/,2017-10-03,12.99,619670,Palomino Studio
"['Adventure', 'Early Access']",Reality Incognita,http://store.steampowered.com/app/604550/Reality_Incognita/,2018-12-31,2.99,604550,Dire Boar Games
['Casual'],Tales of Inca - Lost Land,http://store.steampowered.com/app/717320/Tales_of_Inca__Lost_Land/,2017-10-03,9.99,717320,magnussoft
"['Indie', 'RPG']",Battle Chasers: Nightwar Digital Extras,http://store.steampowered.com/app/712630/Battle_Chasers_Nightwar_Digital_Extras/,2017-10-03,6.99,712630,Airship Syndicate
"['Action', 'Indie', 'RPG', 'Simulation', 'Strategy']",JYDGE,http://store.steampowered.com/app/654050/JYDGE/,2017-10-04,14.99,654050,10tons Ltd
"['Action', 'Indie']",Apez,http://store.steampowered.com/app/683210/Apez/,2017-08-01,9.99,683210,A and F studios
"['Adventure', 'Casual', 'Indie']",How to Fool a Liar King,http://store.steampowered.com/app/635790/How_to_Fool_a_Liar_King/,2017-10-04,14.99,635790,"Chu-3,Bakufu Narayama"
"['Action', 'Indie']",60 Second Strike,http://store.steampowered.com/app/696540/60_Second_Strike/,2017-10-05,9.99,696540,Amplecti Chao
"['Action', 'Adventure', 'Indie']",After Death,http://store.steampowered.com/app/713160/After_Death/,2017-10-04,13.99,713160,After Death Team
"['Action', 'Indie']",The Red Front,http://store.steampowered.com/app/709790/The_Red_Front/,2017-10-05,5.99,709790,10ft Games
"['Casual', 'Indie']",Dawn of a Soul,http://store.steampowered.com/app/701910/Dawn_of_a_Soul/,2017-10-02,7.99,701910,Waldemar Umaniz
['Indie'],Gravity Ball,http://store.steampowered.com/app/716870/Gravity_Ball/,2017-10-05,0.99,716870,RewindApp
['Simulation'],FSX Steam Edition: Night Environment Denmark Add-On,http://store.steampowered.com/app/622358/FSX_Steam_Edition_Night_Environment_Denmark_AddOn/,2017-10-05,10.99,622358,Chris Bell - Creative Design Studios
"['Casual', 'Indie', 'Sports']",Hopscotch,http://store.steampowered.com/app/710310/Hopscotch/,2017-10-05,2.99,710310,Dextrit
"['Casual', 'Indie', 'Simulation']",Owl's Midnight Journey,http://store.steampowered.com/app/710940/Owls_Midnight_Journey/,2017-10-05,2.99,710940,Dextrit
"['Adventure', 'RPG']",Lantern of Worlds,http://store.steampowered.com/app/712070/Lantern_of_Worlds/,2017-10-05,2.99,712070,Fasold Games
"['Action', 'Casual', 'Indie', 'Simulation', 'Early Access']",Abstractanoid,http://store.steampowered.com/app/714640/Abstractanoid/,2017-10-05,1.99,714640,katanadeath
"['Action', 'Casual', 'Indie', 'Simulation', 'Early Access']",Infinite Gateway,http://store.steampowered.com/app/713800/Infinite_Gateway/,2017-10-05,1.99,713800,"Half-Face Production,Nova Dimension"
"['Casual', 'Indie', 'Massively Multiplayer', 'Strategy']",Forgotten Lore,http://store.steampowered.com/app/391240/Forgotten_Lore/,2017-10-06,0.0,391240,Coty Getzelman
"['Free to Play', 'Indie']",SORE,http://store.steampowered.com/app/690060/SORE/,2016-07-29,0.0,690060,Bazitov Mikhail
"['Casual', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",Mafia is Alive,http://store.steampowered.com/app/702180/Mafia_is_Alive/,2017-10-05,2.99,702180,ZO Studio Games
"['Adventure', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']",Qbike: Crypto Motorcycles,http://store.steampowered.com/app/713610/Qbike_Crypto_Motorcycles/,2017-10-05,5.99,713610,GexagonVR
"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",Unearthing Process,http://store.steampowered.com/app/654700/Unearthing_Process/,2017-10-05,1.99,654700,"Alexandru C.,Vector 7"
"['Indie', 'Simulation', 'Sports', 'Strategy', 'Early Access']",Pro Gamer Manager 2,http://store.steampowered.com/app/656530/Pro_Gamer_Manager_2/,2017-10-05,19.99,656530,Millenway
['Strategy'],Arms Race - TCWE,http://store.steampowered.com/app/583590/Arms_Race__TCWE/,2017-10-05,14.99,583590,Alina Digital
"['Adventure', 'Indie']",A Hat in Time,http://store.steampowered.com/app/253230/A_Hat_in_Time/,2017-10-05,29.99,253230,Gears for Breakfast
"['Action', 'Casual', 'Indie']",RUNRUNRUN,http://store.steampowered.com/app/712210/RUNRUNRUN/,2017-10-06,4.99,712210,Zoglu
['Simulation'],X-Plane 11 - Add-on: Aerosoft - Airport Stuttgart,http://store.steampowered.com/app/675350/XPlane_11__Addon_Aerosoft__Airport_Stuttgart/,2017-10-06,24.99,675350,"German Airports Team,Omar Masroor,Caipirinha Games"
"['Casual', 'Indie']",Vampires!,http://store.steampowered.com/app/713050/Vampires/,2017-10-06,1.99,713050,For Kids
"['Action', 'Indie', 'Strategy']",Mushroom Wars 2,http://store.steampowered.com/app/457730/Mushroom_Wars_2/,2017-10-06,14.99,457730,Zillion Whales
"['Indie', 'Simulation', 'Sports', 'Strategy']",Franchise Hockey Manager 4,http://store.steampowered.com/app/595420/Franchise_Hockey_Manager_4/,2017-10-06,39.99,595420,Out of the Park Developments
"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Empire Architect,http://store.steampowered.com/app/593490/Empire_Architect/,2017-10-06,14.99,593490,Batholith Entertainment
"['Action', 'Indie']",Mall Mayhem,http://store.steampowered.com/app/629400/Mall_Mayhem/,2017-10-06,3.99,629400,Titanium Game Studios
"['Action', 'Casual', 'Indie']",BLADENET,http://store.steampowered.com/app/684300/BLADENET/,2017-10-06,14.99,684300,Flyleap Studios
"['Indie', 'Racing', 'Early Access']",Pet Squad Racing,http://store.steampowered.com/app/710250/Pet_Squad_Racing/,2017-10-06,3.99,710250,Otterly Bearable Games
['Indie'],Gone Astray,http://store.steampowered.com/app/718970/Gone_Astray/,2017-10-09,3.99,718970,Tom-Erik Nielsen
"['Casual', 'Indie']",Cubic,http://store.steampowered.com/app/718330/Cubic/,2017-10-09,0.99,718330,Mikhail Melnikov
"['Casual', 'Simulation', 'Sports']",3D MiniGolf: Candy Shop,http://store.steampowered.com/app/670560/3D_MiniGolf_Candy_Shop/,2017-10-09,0.0,670560,Z-Software GmbH
['RPG'],Unrested Development,http://store.steampowered.com/app/718830/Unrested_Development/,2017-10-09,3.99,718830,Rock Cow Productions
"['Casual', 'Indie', 'Strategy']",LOGistICAL: Japan,http://store.steampowered.com/app/718490/LOGistICAL_Japan/,2017-10-06,8.99,718490,Sacada
"['Action', 'Free to Play', 'Massively Multiplayer']",Prime Arena - Founder Pack,http://store.steampowered.com/app/678740/Prime_Arena__Founder_Pack/,2017-09-16,19.99,678740,Nival
"['Adventure', 'Casual']",Hidden Expedition: The Fountain of Youth Collector's Edition,http://store.steampowered.com/app/723940/Hidden_Expedition_The_Fountain_of_Youth_Collectors_Edition/,2017-10-09,12.99,723940,Eipix Entertainment
"['Casual', 'Indie', 'Strategy']",PEG,http://store.steampowered.com/app/699600/PEG/,2017-10-09,0.99,699600,Arzola's
"['Indie', 'Simulation', 'Strategy']",Offworld Trading Company - Conspicuous Consumption DLC,http://store.steampowered.com/app/665500/Offworld_Trading_Company__Conspicuous_Consumption_DLC/,2017-10-09,2.99,665500,Mohawk Games
"['Action', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Strategy']",Crankies Workshop: Freebot Assembly,http://store.steampowered.com/app/724280/Crankies_Workshop_Freebot_Assembly/,2017-10-10,0.0,724280,Crankies Smartworks
"['Action', 'RPG']",The Surge - Fire &amp; Ice Weapon Pack,http://store.steampowered.com/app/702980/The_Surge__Fire__Ice_Weapon_Pack/,2017-10-10,0.0,702980,Deck13
['Action'],Deadbeat Heroes,http://store.steampowered.com/app/614090/Deadbeat_Heroes/,2017-10-10,14.99,614090,Deadbeat Productions
"['Indie', 'Sports', 'Strategy']",Bottom of the 9th,http://store.steampowered.com/app/705020/Bottom_of_the_9th/,2017-10-11,6.99,705020,Handelabra Games Inc.
"['Action', 'Adventure', 'Indie']",Wunderdoktor,http://store.steampowered.com/app/705450/Wunderdoktor/,2017-10-11,9.99,705450,Ghostbutter
"['Adventure', 'Casual', 'Indie']",Run Zeus Run,http://store.steampowered.com/app/715510/Run_Zeus_Run/,2017-10-11,0.99,715510,GamerzDan
"['Action', 'Indie', 'RPG']",Creekside Creep Invasion,http://store.steampowered.com/app/551060/Creekside_Creep_Invasion/,2017-10-11,9.99,551060,Ouch Giver Games
"['Adventure', 'Casual']",Dark Romance: Vampire in Love Collector's Edition,http://store.steampowered.com/app/723930/Dark_Romance_Vampire_in_Love_Collectors_Edition/,2017-10-11,12.99,723930,Domini Games
"['Adventure', 'Casual', 'Indie', 'Strategy']",Mirrors,http://store.steampowered.com/app/709470/Mirrors/,2017-10-11,3.99,709470,Monocool Interactive
"['Action', 'Casual', 'Indie']",INWAY,http://store.steampowered.com/app/713950/INWAY/,2017-10-11,0.99,713950,Hipix Studio
"['Casual', 'Indie']",My Coloring Book: Animals,http://store.steampowered.com/app/721430/My_Coloring_Book_Animals/,2017-10-11,0.99,721430,For Kids
"['Casual', 'Indie', 'Strategy']",Don't Die!,http://store.steampowered.com/app/659870/Dont_Die/,2017-10-11,4.99,659870,Michael Cox
